Gene,MGI Phenotypes,MGI Essential,MGI Seizure
MUC2,MP:0001552;MP:0008885;MP:0008884;MP:0008883;MP:0000479;MP:0005013;MP:0000477;MP:0000511;MP:0000512;MP:0005036;MP:0008537;MP:0010180;MP:0003304;MP:0005621;MP:0006043;MP:0013956;MP:0000495;MP:0020354;MP:0000493;MP:0002957;MP:0003293;MP:0003091;MP:0000351;MP:0002816;MP:0011632;MP:0008566;MP:0011635;MP:0000702;MP:0004842;MP:0000465;MP:0003292;MP:0002083;MP:0008560;MP:0009378;MP:0001666;MP:0001663;MP:0010155;MP:0008672;MP:0009482;MP:0008657;MP:0000208;MP:0009766;MP:0000218;MP:0003449,0,0
SELENOF,MP:0002840;MP:0011697;MP:0001304;MP:0000609;MP:0010254;MP:0003674,0,0
KLF9,MP:0001405;MP:0009454;MP:0013278;MP:0002727;MP:0005561,0,0
GABRR1,MP:0004021;MP:0002272;MP:0002738;MP:0001984;MP:0002734,0,0
SLC7A5,MP:0011092;MP:0011100,1,0
HEATR3,MP:0003443,0,0
INPP5A,MP:0001405;MP:0001262;MP:0011110;MP:0000876;MP:0001265;MP:0000852;MP:0008770;MP:0011100;MP:0001393;MP:0005584;MP:0002183,1,0
REST,MP:0004203;MP:0001688;MP:0011098;MP:0011100;MP:0000936;MP:0010574;MP:0003984;MP:0001488;MP:0013504;MP:0003864;MP:0008392;MP:0008935;MP:0000783;MP:0011610;MP:0000565,1,0
TPH1,MP:0000274;MP:0010070;MP:0003717;MP:0005322;MP:0003393;MP:0005140;MP:0011952;MP:0001954;MP:0002626;MP:0010754;MP:0002899,0,0
TPH2,MP:0001262;MP:0001191;MP:0011016;MP:0001265;MP:0011086;MP:0001363;MP:0000807;MP:0001732;MP:0006276;MP:0005574;MP:0011022;MP:0011021;MP:0011049;MP:0008847;MP:0001386;MP:0001385;MP:0001384;MP:0001501;MP:0002272;MP:0001354;MP:0001258;MP:0001356;MP:0001375;MP:0002083;MP:0000746;MP:0005655;MP:0010070;MP:0003064;MP:0008911;MP:0008845;MP:0005322;MP:0003461;MP:0004701;MP:0002169;MP:0003877;MP:0002572,1,0
SFSWAP,MP:0003491;MP:0000026,0,0
AGO4,MP:0005169;MP:0009452;MP:0006362;MP:0004852;MP:0002687;MP:0008280,0,0
DEDD,MP:0002175;MP:0003918;MP:0001262;MP:0004852;MP:0004953;MP:0002834;MP:0003402;MP:0005631,0,0
POU1F1,MP:0004163;MP:0001265;MP:0005136;MP:0005138;MP:0005017;MP:0004404;MP:0009971;MP:0003879;MP:0000048;MP:0030494;MP:0004466;MP:0000886;MP:0002762;MP:0020378;MP:0004737;MP:0008338;MP:0013344;MP:0014091;MP:0008330;MP:0008333;MP:0013808;MP:0004367;MP:0005121;MP:0003825;MP:0001967;MP:0004411;MP:0003149;MP:0004413;MP:0013961;MP:0008284;MP:0001661;MP:0004399;MP:0001924;MP:0000854;MP:0000857;MP:0009940;MP:0008974;MP:0004491;MP:0000812;MP:0008365,0,0
PHF21A,MP:0011087;MP:0001436,1,0
GOLGA1,MP:0001312;MP:0001304;MP:0000745;MP:0001891;MP:0011967;MP:0001513,0,0
KLRK1,MP:0002410;MP:0005018;MP:0000694;MP:0005017;MP:0005070;MP:0010766;MP:0003080;MP:0008053;MP:0009790;MP:0008566,0,0
VPS25,MP:0004201;MP:0002177;MP:0013293;MP:0001914;MP:0006042;MP:0009743;MP:0000547;MP:0011099;MP:0000562;MP:0000445;MP:0000460;MP:0000149;MP:0011092;MP:0004342;MP:0000351;MP:0013292;MP:0011100;MP:0003857;MP:0000358,1,0
NUP35,MP:0011101;MP:0009536;MP:0001045;MP:0002731;MP:0002083;MP:0014033;MP:0002446;MP:0014231;MP:0008802;MP:0014221,1,0
MAP3K10,MP:0001556;MP:0004646;MP:0010124;MP:0002169;MP:0005178;MP:0003795,0,0
MAP3K12,MP:0006009;MP:0010859;MP:0010654;MP:0008232;MP:0000961;MP:0008128;MP:0002081;MP:0008225;MP:0008026;MP:0009937;MP:0003204;MP:0000788;MP:0011085;MP:0005584;MP:0000819;MP:0005237;MP:0000781;MP:0010860;MP:0002152;MP:0008227,1,0
AGO3,MP:0010052,0,0
CYP11B2,MP:0002842;MP:0001265;MP:0004956;MP:0009221;MP:0005293;MP:0003917;MP:0001596;MP:0005319;MP:0002988;MP:0010025;MP:0000642;MP:0001134;MP:0005627;MP:0008294;MP:0002981;MP:0008291;MP:0004564;MP:0011553;MP:0002176;MP:0009092;MP:0011942;MP:0008293;MP:0002665;MP:0002667;MP:0002833;MP:0001762;MP:0002727;MP:0003638;MP:0009078;MP:0011086;MP:0011550;MP:0003020;MP:0005582;MP:0004906;MP:0008288;MP:0001745;MP:0000635;MP:0003141;MP:0001748;MP:0001926;MP:0006144;MP:0009082;MP:0003352;MP:0003353;MP:0003674;MP:0004119;MP:0008055;MP:0003620;MP:0011546;MP:0011541;MP:0005584,1,0
CYP11B1,MP:0002842;MP:0001265;MP:0004956;MP:0009221;MP:0005293;MP:0003917;MP:0001596;MP:0005319;MP:0002988;MP:0010025;MP:0000642;MP:0001134;MP:0005627;MP:0008294;MP:0002981;MP:0008291;MP:0004564;MP:0011553;MP:0002176;MP:0009092;MP:0011942;MP:0008293;MP:0002665;MP:0002667;MP:0002833;MP:0001762;MP:0002727;MP:0003638;MP:0009078;MP:0011086;MP:0011550;MP:0003020;MP:0005582;MP:0004906;MP:0008288;MP:0001745;MP:0000635;MP:0003141;MP:0001748;MP:0001926;MP:0006144;MP:0009082;MP:0003352;MP:0003353;MP:0003674;MP:0004119;MP:0008055;MP:0003620;MP:0011546;MP:0011541;MP:0005584,1,0
SLC1A2,MP:0002906;MP:0000947;MP:0011854;MP:0011085;MP:0002083;MP:0008263;MP:0005621;MP:0001732;MP:0010014;MP:0000787,1,1
SLC1A3,MP:0002906;MP:0006309;MP:0003382;MP:0001326;MP:0001499;MP:0004611;MP:0006219;MP:0003633;MP:0011966;MP:0011967;MP:0002910;MP:0008406;MP:0012029;MP:0001330;MP:0003733;MP:0004398;MP:0011110;MP:0000877;MP:0002064;MP:0005497;MP:0005241;MP:0004494;MP:0004597;MP:0002944;MP:0001516,1,1
SSUH2,MP:0013250;MP:0030455;MP:0030459;MP:0002100;MP:0030451;MP:0030543;MP:0002818;MP:0002819,0,0
C2orf74,MP:0011250;MP:0003047;MP:0002169;MP:0004133;MP:0000644;MP:0006063;MP:0010808,0,0
GAMT,MP:0030633;MP:0000679;MP:0001262;MP:0020550;MP:0005332;MP:0010053;MP:0010062;MP:0010065;MP:0005554;MP:0002082;MP:0011471;MP:0010025;MP:0002216;MP:0001922;MP:0010956;MP:0001506;MP:0002687;MP:0001925;MP:0011468,1,0
IKBKG,MP:0001192;MP:0008734;MP:0001262;MP:0004974;MP:0011086;MP:0001242;MP:0001219;MP:0000416;MP:0013501;MP:0001732;MP:0009385;MP:0005159;MP:0009580;MP:0008843;MP:0000598;MP:0005017;MP:0001209;MP:0011098;MP:0006042;MP:0011100;MP:0003454;MP:0003888;MP:0008561;MP:0008705;MP:0008706;MP:0000692;MP:0000691;MP:0008722;MP:0000706;MP:0001233;MP:0004947;MP:0001231;MP:0003887;MP:0011091;MP:0000745;MP:0000424;MP:0008253;MP:0001923;MP:0008670;MP:0002161;MP:0001800;MP:0009387;MP:0002655;MP:0001392;MP:0002169;MP:0003427;MP:0002398,1,0
IKBKE,MP:0001263;MP:0005621;MP:0002418;MP:0010182;MP:0004892;MP:0002169;MP:0002891;MP:0005668;MP:0001861;MP:0005560,0,0
GNL3,MP:0012102;MP:0004964;MP:0002663;MP:0006042;MP:0003694;MP:0011094;MP:0011092;MP:0008008;MP:0011096;MP:0013501;MP:0000352;MP:0001730;MP:0003984;MP:0011104;MP:0003077;MP:0004957;MP:0011704,1,0
RARB,MP:0001262;MP:0010902;MP:0001176;MP:0001304;MP:0003036;MP:0010728;MP:0001732;MP:0002327;MP:0004615;MP:0001899;MP:0010701;MP:0010703;MP:0001289;MP:0006027;MP:0004613;MP:0010899;MP:0010995;MP:0002912;MP:0001463;MP:0005287;MP:0010711;MP:0010705;MP:0006200;MP:0010702;MP:0005508;MP:0002271;MP:0003182;MP:0002169;MP:0000079;MP:0001325;MP:0004599;MP:0001473,0,0
RARG,MP:0001262;MP:0001196;MP:0001340;MP:0008770;MP:0010705;MP:0001240;MP:0003036;MP:0010728;MP:0001732;MP:0001158;MP:0002113;MP:0010703;MP:0004615;MP:0010702;MP:0004613;MP:0002114;MP:0004618;MP:0003120;MP:0003639;MP:0013322;MP:0010701;MP:0013321;MP:0005287;MP:0002083;MP:0000079;MP:0001922;MP:0000154;MP:0001925;MP:0005508;MP:0005248;MP:0004552;MP:0004601;MP:0009608;MP:0002796;MP:0003048;MP:0002258;MP:0002655;MP:0008874;MP:0002169;MP:0013319,0,0
DHRS4,MP:0001800;MP:0002573;MP:0008496,0,0
DHRS2,MP:0005179,0,0
HNF1A,MP:0001433;MP:0002901;MP:0001559;MP:0001262;MP:0004701;MP:0001156;MP:0005150;MP:0001732;MP:0001759;MP:0002985;MP:0005311;MP:0000063;MP:0005178;MP:0002981;MP:0000607;MP:0001265;MP:0000599;MP:0000598;MP:0000611;MP:0009643;MP:0002269;MP:0005448;MP:0011101;MP:0005558;MP:0002628;MP:0003311;MP:0003982;MP:0002727;MP:0002566;MP:0008843;MP:0005123;MP:0002083;MP:0000473;MP:0003339;MP:0005309;MP:0009810;MP:0011447;MP:0001762;MP:0001924;MP:0005343;MP:0003325;MP:0002160;MP:0005344;MP:0020401;MP:0005528;MP:0005215;MP:0011765;MP:0002941;MP:0003893,1,0
DYRK1A,MP:0001262;MP:0001265;MP:0011086;MP:0000771;MP:0000433;MP:0000774;MP:0002175;MP:0011108;MP:0020568;MP:0003984;MP:0002834;MP:0012263;MP:0001258;MP:0011092;MP:0012089;MP:0000812;MP:0002892;MP:0006105;MP:0009969;MP:0000832;MP:0003861;MP:0004179;MP:0020083;MP:0000859;MP:0001698;MP:0003402,1,0
RPS28,MP:0002169,0,0
DYRK1B,MP:0012361;MP:0000219,0,0
SLC7A1,MP:0002874;MP:0002875;MP:0001262;MP:0001577;MP:0002416;MP:0001265;MP:0009395;MP:0011087;MP:0002641;MP:0005621;MP:0005562;MP:0002424,1,0
MYT1,MP:0011085;MP:0011087;MP:0002279;MP:0009195,1,0
JAKMIP1,MP:0002063;MP:0001405;MP:0004102;MP:0001364;MP:0001409;MP:0001441;MP:0000849;MP:0001454;MP:0002557;MP:0002272;MP:0001448;MP:0013140;MP:0010698,0,0
CYP2C23P,MP:0004217;MP:0006317;MP:0011131;MP:0002053;MP:0002136;MP:0011140;MP:0002667;MP:0005633;MP:0005455,0,0
TPO,MP:0000681;MP:0001262;MP:0000559;MP:0001265;MP:0004696;MP:0004697;MP:0002427;MP:0030049;MP:0005355;MP:0002951;MP:0011967;MP:0002750;MP:0000692;MP:0002875;MP:0002876;MP:0005122;MP:0002083;MP:0003149;MP:0005584;MP:0000031;MP:0004664;MP:0008974;MP:0003503;MP:0000208;MP:0003421,0,0
SLIT2,MP:0004133;MP:0000527;MP:0008528;MP:0010418;MP:0000474;MP:0010485;MP:0000536;MP:0006032;MP:0000534;MP:0011334;MP:0000284;MP:0003566;MP:0011090;MP:0009503;MP:0000519;MP:0004017;MP:0010420;MP:0010422;MP:0010466,1,0
PCYT2,MP:0002118;MP:0011092,1,0
BAZ1A,MP:0005578;MP:0013601;MP:0002599;MP:0010025;MP:0002687;MP:0004182;MP:0004543;MP:0001932;MP:0002660;MP:0002662;MP:0008892;MP:0009230;MP:0001258;MP:0001402;MP:0009238;MP:0009839;MP:0003961;MP:0009834;MP:0005565;MP:0020550;MP:0009831;MP:0001925;MP:0001156;MP:0002675;MP:0006380,0,0
IMPA1,MP:0009849;MP:0002906;MP:0011108;MP:0001399;MP:0002574,1,1
IMPA2,MP:0000519;MP:0009141;MP:0002169,0,0
PHGDH,MP:0011098;MP:0000850;MP:0008535;MP:0000571;MP:0004274;MP:0009937;MP:0000786;MP:0003451;MP:0000774;MP:0000914;MP:0000784;MP:0003861;MP:0000913;MP:0001698,1,0
SNAI2,MP:0000274;MP:0001265;MP:0002095;MP:0001658;MP:0001732;MP:0001153;MP:0011088;MP:0008825;MP:0001935;MP:0005251;MP:0002075;MP:0003179;MP:0001852;MP:0000371;MP:0000370;MP:0006107;MP:0002811;MP:0002874;MP:0000706;MP:0009889;MP:0001147;MP:0001310;MP:0002590;MP:0001922;MP:0002145;MP:0001925;MP:0000301;MP:0011110;MP:0001399;MP:0001394;MP:0030054;MP:0009890;MP:0002940;MP:0002396;MP:0000208;MP:0000221;MP:0013293,1,0
SNAI3,MP:0002169,0,0
HRG,MP:0010213;MP:0002551;MP:0005607;MP:0003422;MP:0000220,0,0
SNAI1,MP:0011097;MP:0011092;MP:0005030;MP:0003984;MP:0001698;MP:0001730;MP:0001695;MP:0009593;MP:0001680,1,0
PPT1,MP:0001260;MP:0000243;MP:0000689;MP:0000755;MP:0000807;MP:0000805;MP:0002229;MP:0000774;MP:0006069;MP:0003241;MP:0005424;MP:0012506;MP:0002152;MP:0003246;MP:0002175;MP:0000598;MP:0030278;MP:0002135;MP:0001442;MP:0001405;MP:0001406;MP:0008842;MP:0002083;MP:0000788;MP:0000811;MP:0002001;MP:0002061;MP:0005326;MP:0000876;MP:0002064;MP:0001417;MP:0003354;MP:0001516;MP:0006254;MP:0001847;MP:0008713;MP:0001513;MP:0010762,0,1
HRC,MP:0001262;MP:0001263;MP:0004215;MP:0001636;MP:0004485;MP:0011925;MP:0009732;MP:0005334;MP:0002083;MP:0020345;MP:0005140;MP:0020419;MP:0002753;MP:0008950;MP:0010754;MP:0004819,0,0
SLC2A9,MP:0001262;MP:0010107;MP:0002988;MP:0000519;MP:0011435;MP:0008821;MP:0005553;MP:0006316;MP:0011101;MP:0002708;MP:0009350;MP:0001859;MP:0002705;MP:0001426;MP:0011537;MP:0000522;MP:0011423;MP:0011405;MP:0001762;MP:0011346;MP:0003215;MP:0005619;MP:0010092,1,0
SLC2A8,MP:0006144;MP:0004543;MP:0001262;MP:0011110;MP:0002079;MP:0001935;MP:0005178;MP:0006143;MP:0000812;MP:0011101;MP:0009642;MP:0002674;MP:0001668;MP:0004071;MP:0000182;MP:0001764,1,0
PTGES3,MP:0001262;MP:0011089;MP:0011087;MP:0001243;MP:0001240;MP:0001177;MP:0010887;MP:0001196;MP:0001954;MP:0001951;MP:0004201;MP:0006027;MP:0009931;MP:0009815;MP:0010811;MP:0001216;MP:0001218;MP:0005202;MP:0002796;MP:0004780;MP:0003641;MP:0011704,1,0
SLC2A5,MP:0001303;MP:0003961;MP:0010053;MP:0010052;MP:0001325,0,0
SLC2A4,MP:0002841;MP:0001559;MP:0005293;MP:0001732;MP:0010025;MP:0006086;MP:0004819;MP:0002078;MP:0002079;MP:0005331;MP:0003058;MP:0005608;MP:0005559;MP:0001853;MP:0000231;MP:0002833;MP:0002953;MP:0009409;MP:0002837;MP:0002702;MP:0002628;MP:0003458;MP:0001625;MP:0002083;MP:0030022;MP:0005439;MP:0005438;MP:0006094;MP:0002106;MP:0005491;MP:0009283;MP:0030017;MP:0000188;MP:0006085;MP:0003646,0,0
SLC2A3,MP:0001935;MP:0011095;MP:0004994;MP:0001363;MP:0009142;MP:0004265;MP:0001488;MP:0011090;MP:0011091,1,0
FA2H,MP:0001195;MP:0000755;MP:0000414;MP:0000921;MP:0000416;MP:0005404;MP:0003871;MP:0000418;MP:0030571;MP:0001402;MP:0001330;MP:0003983;MP:0000377;MP:0009794;MP:0001463;MP:0001405;MP:0001547;MP:0000849;MP:0000877;MP:0002992;MP:0002991;MP:0000422;MP:0000652;MP:0002182;MP:0001216;MP:0010137;MP:0003809;MP:0002063;MP:0003313;MP:0000423;MP:0002757;MP:0013378;MP:0002804;MP:0001510,0,0
SLC2A1,MP:0000951;MP:0001405;MP:0002078;MP:0002066;MP:0011098;MP:0003926;MP:0003984;MP:0001698;MP:0002175,1,1
DIXDC1,MP:0001406;MP:0001402;MP:0001363;MP:0005103;MP:0002757;MP:0001489;MP:0002702;MP:0002727,0,0
PLAGL2,MP:0001552;MP:0005342;MP:0001262;MP:0000477;MP:0011086;MP:0008489;MP:0005178,1,0
PLAGL1,MP:0011088;MP:0008770;MP:0011086;MP:0001177;MP:0001954;MP:0003051;MP:0011101;MP:0009674;MP:0002834;MP:0010403;MP:0010420;MP:0008271;MP:0005109;MP:0002080;MP:0002082;MP:0001211;MP:0005306;MP:0003720;MP:0003123;MP:0003122;MP:0009431;MP:0002759;MP:0000266,1,0
VCP,MP:0001262;MP:0001265;MP:0011085;MP:0000751;MP:0000759;MP:0001732;MP:0002882;MP:0000160;MP:0002152;MP:0002115;MP:0000418;MP:0011100;MP:0008396;MP:0009404;MP:0009420;MP:0004819;MP:0004148;MP:0009403;MP:0001405;MP:0011094;MP:0009414;MP:0000747;MP:0010933;MP:0002183;MP:0004090;MP:0000748;MP:0000938;MP:0010053;MP:0006038;MP:0002064;MP:0004984;MP:0003084;MP:0008260;MP:0003997;MP:0004016;MP:0011635;MP:0000266,1,1
METRNL,MP:0010101;MP:0013026;MP:0000222;MP:0004647,0,0
MCUB,MP:0001523;MP:0001284,0,0
CAPN9,MP:0005165,0,0
MCM8,MP:0004852;MP:0003111;MP:0001153;MP:0002682;MP:0005159;MP:0001131;MP:0010948;MP:0009092;MP:0008000;MP:0003205;MP:0008280;MP:0004029;MP:0004025;MP:0013539;MP:0001147;MP:0011129;MP:0001127;MP:0001126;MP:0001125;MP:0005431;MP:0001926;MP:0001925;MP:0002007;MP:0008261;MP:0008057;MP:0011704,0,0
VANGL2,MP:0008536;MP:0008535;MP:0000807;MP:0000284;MP:0004522;MP:0011032;MP:0004201;MP:0004200;MP:0006026;MP:0000592;MP:0011733;MP:0004322;MP:0006394;MP:0008540;MP:0000137;MP:0009264;MP:0012304;MP:0003148;MP:0012675;MP:0000031;MP:0003864;MP:0000042;MP:0011172;MP:0003540;MP:0002825;MP:0002823;MP:0008307;MP:0010825;MP:0010589;MP:0000026;MP:0000436;MP:0003119;MP:0010744;MP:0000141;MP:0002111;MP:0008784;MP:0001914;MP:0003345;MP:0010465;MP:0010466;MP:0001525;MP:0008148;MP:0008149;MP:0003054;MP:0001701;MP:0001700;MP:0000159;MP:0001144;MP:0004393;MP:0004391;MP:0000780;MP:0000150;MP:0000153;MP:0000783;MP:0000154;MP:0000913;MP:0002231;MP:0004491;MP:0004492;MP:0001391;MP:0001392;MP:0002730;MP:0004159;MP:0004158;MP:0001178;MP:0011089;MP:0011088;MP:0001302;MP:0001175;MP:0004407;MP:0001672;MP:0002428;MP:0004401;MP:0000929;MP:0000841;MP:0000847;MP:0003051;MP:0003052;MP:0004613;MP:0010488;MP:0011091;MP:0000157;MP:0002621;MP:0002623;MP:0008277;MP:0010402;MP:0005657;MP:0001926;MP:0001925;MP:0000267;MP:0002622;MP:0002066;MP:0004609;MP:0006014;MP:0002757;MP:0006286;MP:0003720;MP:0003385;MP:0003384;MP:0004261;MP:0002200;MP:0000585;MP:0002152;MP:0000823;MP:0000822;MP:0011024;MP:0003938;MP:0001688;MP:0004102;MP:0002151;MP:0002085;MP:0004399;MP:0005222;MP:0010976;MP:0005226;MP:0010975;MP:0011400;MP:0011110;MP:0001691;MP:0003232;MP:0006030;MP:0000897;MP:0000269;MP:0011143;MP:0001698;MP:0006382;MP:0004113;MP:0004599;MP:0003641,1,0
MTDH,MP:0010266;MP:0001935;MP:0010282;MP:0008658;MP:0010267;MP:0000662;MP:0002169;MP:0012419;MP:0009767;MP:0011986;MP:0004502;MP:0008706,0,0
AMELX,MP:0000116;MP:0030450;MP:0030457;MP:0002649;MP:0002650;MP:0030460;MP:0030458;MP:0002100;MP:0030089;MP:0000126;MP:0030050;MP:0030513;MP:0004830;MP:0010096;MP:0003932;MP:0000458;MP:0002689;MP:0005358;MP:0030090;MP:0002577;MP:0002576,0,0
MADD,MP:0004753;MP:0005498;MP:0001053;MP:0004792;MP:0011087;MP:0004769;MP:0002578;MP:0002910;MP:0010819;MP:0001953,1,0
CNNM2,MP:0013294;MP:0011100;MP:0013293,1,0
SELENOM,MP:0001260;MP:0001261;MP:0001402;MP:0002665;MP:0009292;MP:0009285;MP:0005669;MP:0005455,0,0
EXO1,MP:0010383;MP:0004852;MP:0001926;MP:0004815;MP:0004816;MP:0002032;MP:0010948;MP:0002687;MP:0008966;MP:0008967;MP:0008866;MP:0009564;MP:0009797;MP:0012431;MP:0005169;MP:0002083;MP:0001147;MP:0001127;MP:0001126;MP:0005431;MP:0008280;MP:0001925;MP:0002020;MP:0009761;MP:0002675,0,0
CEACAM1,MP:0001261;MP:0001433;MP:0005290;MP:0005293;MP:0010024;MP:0005669;MP:0014172;MP:0005317;MP:0002078;MP:0002079;MP:0005331;MP:0008964;MP:0000495;MP:0002644;MP:0004890;MP:0009790;MP:0030022;MP:0005438;MP:0003960;MP:0010379;MP:0004883;MP:0004499;MP:0002410;MP:0009286;MP:0003058,0,0
EN1,MP:0002199;MP:0000574;MP:0002184;MP:0000572;MP:0001436;MP:0001438;MP:0011087;MP:0011086;MP:0000562;MP:0000579;MP:0002169;MP:0001062;MP:0002206;MP:0000849;MP:0003877;MP:0001676;MP:0000777;MP:0002882;MP:0000060;MP:0001679;MP:0000905;MP:0003077;MP:0002152;MP:0011450;MP:0008730;MP:0002110;MP:0000864;MP:0002115;MP:0002114;MP:0000869;MP:0000868;MP:0011089;MP:0009937;MP:0003345;MP:0000820;MP:0003813;MP:0004322;MP:0001925;MP:0000351;MP:0004321;MP:0008146;MP:0000841;MP:0008277;MP:0011090;MP:0008874;MP:0003091;MP:0001405;MP:0001406;MP:0011448;MP:0000564;MP:0001399;MP:0000567;MP:0000568;MP:0000569;MP:0009039;MP:0000675;MP:0002083;MP:0001056;MP:0001211;MP:0012089;MP:0002892;MP:0006097;MP:0003864;MP:0000850;MP:0006098;MP:0010070;MP:0004950;MP:0000913;MP:0003704;MP:0000854;MP:0000899;MP:0001064;MP:0003312;MP:0002109;MP:0002161;MP:0000580;MP:0001906;MP:0009538;MP:0001393;MP:0012785;MP:0001265;MP:0009038;MP:0002961,1,0
EN2,MP:0001399;MP:0001360;MP:0000849;MP:0000900;MP:0009957;MP:0000864;MP:0000869;MP:0000886;MP:0010069;MP:0001440;MP:0001441;MP:0001442;MP:0001523;MP:0001463;MP:0001405;MP:0009038;MP:0004924;MP:0001921;MP:0003867;MP:0009963;MP:0003863;MP:0000854;MP:0000873;MP:0000857;MP:0002066;MP:0000852;MP:0002557;MP:0003313;MP:0001516;MP:0001515,0,0
LRRTM1,MP:0009538;MP:0008428;MP:0002797;MP:0001402;MP:0009455;MP:0004769;MP:0009453;MP:0001360;MP:0002169;MP:0006254;MP:0008875;MP:0002572;MP:0001417;MP:0002574;MP:0008283;MP:0009936,0,0
LRRTM3,MP:0002920;MP:0011270;MP:0002169;MP:0002206;MP:0005402;MP:0020508;MP:0004753;MP:0002915,0,0
SLC46A2,MP:0001823,0,0
SLC46A3,MP:0001510;MP:0011275,0,0
SLC46A1,MP:0005332;MP:0002644;MP:0010025;MP:0000221;MP:0012335;MP:0001510;MP:0005560,0,0
PARP2,MP:0003701;MP:0002007;MP:0004045;MP:0001658;MP:0004030;MP:0008058,0,0
KCNK3,MP:0001516;MP:0005402;MP:0002666;MP:0002169,0,0
ZFPM2,MP:0001178;MP:0002192;MP:0010824;MP:0001176;MP:0010556;MP:0000285;MP:0000284;MP:0008725;MP:0000280;MP:0000601;MP:0005598;MP:0002169;MP:0000267;MP:0008825;MP:0005333;MP:0001914;MP:0002747;MP:0010601;MP:0011099;MP:0011101;MP:0010607;MP:0001787;MP:0001786;MP:0010561;MP:0005294;MP:0010402;MP:0010403;MP:0010640;MP:0010404;MP:0010449;MP:0000277;MP:0011098;MP:0000273;MP:0011925;MP:0003105;MP:0000761;MP:0003920;MP:0003140;MP:0006123;MP:0003808;MP:0003717;MP:0004215;MP:0010551;MP:0002652;MP:0002279;MP:0010224;MP:0004057;MP:0002748;MP:0010413;MP:0009573;MP:0010459;MP:0006138,1,0
ENG,MP:0001719;MP:0001577;MP:0011204;MP:0013241;MP:0005294;MP:0001634;MP:0012253;MP:0005592;MP:0000433;MP:0001263;MP:0005312;MP:0001954;MP:0003974;MP:0005602;MP:0003229;MP:0001914;MP:0004086;MP:0001787;MP:0003984;MP:0001689;MP:0003658;MP:0001672;MP:0000274;MP:0011098;MP:0003396;MP:0000259;MP:0002083;MP:0011091;MP:0000420;MP:0004787;MP:0012732;MP:0003935;MP:0006126;MP:0004251;MP:0001614;MP:0004178;MP:0004177;MP:0004176;MP:0002652;MP:0005435;MP:0002169;MP:0000269;MP:0002884;MP:0001698;MP:0000267;MP:0004181;MP:0000265,1,0
LAT2,MP:0008735;MP:0000693;MP:0008049;MP:0000691;MP:0004762;MP:0008553;MP:0008596;MP:0005348;MP:0008660;MP:0008764;MP:0004794;MP:0008566;MP:0009766;MP:0008664;MP:0004392;MP:0003009;MP:0002423;MP:0002444;MP:0003725,0,0
ZNF274,MP:0004852;MP:0011098;MP:0011090;MP:0002169;MP:0001698;MP:0030006,1,0
GTF2IRD1,MP:0001431;MP:0001262;MP:0010025;MP:0003743;MP:0001265;MP:0002065;MP:0000120;MP:0001364;MP:0003863;MP:0001634;MP:0001406;MP:0001363;MP:0003873;MP:0020467;MP:0004383;MP:0001732;MP:0004811;MP:0001891;MP:0003331;MP:0004443;MP:0000454;MP:0001222;MP:0003324;MP:0000160;MP:0002981;MP:0000108;MP:0010043;MP:0002263;MP:0003229;MP:0003717;MP:0010166;MP:0001282;MP:0001283;MP:0008862;MP:0005352;MP:0001441;MP:0003984;MP:0000607;MP:0009657;MP:0001447;MP:0000428;MP:0003742;MP:0000373;MP:0001405;MP:0000445;MP:0001529;MP:0003633;MP:0011098;MP:0000440;MP:0004419;MP:0008489;MP:0004924;MP:0008819;MP:0030098;MP:0000292;MP:0001745;MP:0001722;MP:0001219;MP:0000914;MP:0001402;MP:0000913;MP:0004251;MP:0010053;MP:0001399;MP:0004557;MP:0005322;MP:0003460;MP:0008019;MP:0005534;MP:0002757;MP:0001454;MP:0001698;MP:0001413;MP:0001513;MP:0004376,1,0
MAPK4,MP:0002169,0,0
CYP2AB1P,MP:0000689,0,0
RFK,MP:0011096,1,0
F10,MP:0001935;MP:0002058;MP:0020367;MP:0011108;MP:0011088;MP:0011085;MP:0001634;MP:0011100;MP:0005606;MP:0003141,1,0
F11,MP:0009549;MP:0012359;MP:0006058;MP:0006059,0,0
EPAS1,MP:0001179;MP:0001575;MP:0005013;MP:0011087;MP:0011086;MP:0001176;MP:0001177;MP:0010021;MP:0013294;MP:0005664;MP:0006138;MP:0004952;MP:0001954;MP:0005573;MP:0001953;MP:0003131;MP:0003710;MP:0003229;MP:0011108;MP:0005333;MP:0001914;MP:0003733;MP:0010019;MP:0011100;MP:0011101;MP:0010755;MP:0002833;MP:0004007;MP:0000218;MP:0002953;MP:0002608;MP:0002874;MP:0001544;MP:0011098;MP:0011099;MP:0005166;MP:0010831;MP:0011091;MP:0003020;MP:0010811;MP:0005103;MP:0010813;MP:0010017;MP:0005564;MP:0002273;MP:0009703;MP:0011285;MP:0005551;MP:0010460;MP:0000220;MP:0004780;MP:0000260;MP:0000266,1,0
HDGFL2,MP:0011704;MP:0002968,0,0
IQUB,MP:0001925,0,0
