Gene,MGI Phenotypes,MGI Essential,MGI Seizure
CADPS,MP:0011087;MP:0002909;MP:0004811;MP:0002882;MP:0002910;MP:0004753;MP:0001953;MP:0001739,1,0
PBX2,MP:0002169,0,0
PBX3,MP:0001575;MP:0005554;MP:0000062;MP:0005179;MP:0011100;MP:0011087;MP:0002100;MP:0001953;MP:0002321;MP:0010025;MP:0003960;MP:0001413;MP:0005566;MP:0000063;MP:0003896;MP:0005178;MP:0005423;MP:0003578,1,0
PBX1,MP:0001178;MP:0010788;MP:0001577;MP:0005298;MP:0000596;MP:0004509;MP:0001786;MP:0005293;MP:0030465;MP:0014107;MP:0000149;MP:0002989;MP:0003014;MP:0000600;MP:0011334;MP:0005313;MP:0000029;MP:0008294;MP:0001265;MP:0005215;MP:0010987;MP:0002177;MP:0004505;MP:0002116;MP:0002115;MP:0002114;MP:0011290;MP:0005224;MP:0009883;MP:0008023;MP:0009914;MP:0002085;MP:0001785;MP:0010984;MP:0030297;MP:0008211;MP:0001505;MP:0000239;MP:0001622;MP:0010982;MP:0002768;MP:0000690;MP:0002088;MP:0011099;MP:0005105;MP:0002084;MP:0001705;MP:0001704;MP:0004936;MP:0001606;MP:0003924;MP:0002594;MP:0000521;MP:0002891;MP:0003007;MP:0014101;MP:0000528;MP:0005650;MP:0030190;MP:0003717;MP:0011364;MP:0004204;MP:0002109;MP:0003600;MP:0009173;MP:0002345;MP:0003604;MP:0005492;MP:0030323;MP:0003638;MP:0003446;MP:0003059;MP:0006338;MP:0000208;MP:0008075;MP:0005651;MP:0008079,1,0
AIRE,MP:0001262;MP:0001263;MP:0002123;MP:0008880;MP:0000753;MP:0005399;MP:0008690;MP:0001601;MP:0002092;MP:0005015;MP:0002169;MP:0000921;MP:0005150;MP:0006082;MP:0004974;MP:0003644;MP:0008127;MP:0001326;MP:0004952;MP:0005313;MP:0006201;MP:0000691;MP:0005463;MP:0002420;MP:0008663;MP:0002362;MP:0005465;MP:0003341;MP:0005398;MP:0008174;MP:0005350;MP:0005515;MP:0013533;MP:0001851;MP:0001325;MP:0004946;MP:0003725;MP:0003632;MP:0008560;MP:0001870;MP:0001873;MP:0008705;MP:0004031;MP:0008181;MP:0000703;MP:0008721;MP:0004803;MP:0009540;MP:0000220;MP:0008241;MP:0002083;MP:0001844;MP:0008126;MP:0003763;MP:0000755;MP:0001313;MP:0000613;MP:0001921;MP:0005014;MP:0002023;MP:0001846;MP:0002375;MP:0001924;MP:0003608;MP:0002651;MP:0008879;MP:0020220;MP:0010222;MP:0008037;MP:0005348;MP:0001922;MP:0001868;MP:0001869;MP:0003504;MP:0010792;MP:0013367;MP:0001860;MP:0001861;MP:0008713;MP:0001513;MP:0001828,0,0
NSUN2,MP:0001262;MP:0001399;MP:0013835;MP:0001265;MP:0004889;MP:0001303;MP:0004890;MP:0005296;MP:0001349;MP:0001304;MP:0000414;MP:0003961;MP:0000609;MP:0010025;MP:0013842;MP:0013836;MP:0010124;MP:0000438;MP:0008923;MP:0000160;MP:0008805;MP:0004269;MP:0004268;MP:0004353;MP:0004463;MP:0013826;MP:0002591;MP:0000961;MP:0013875;MP:0004160;MP:0002687;MP:0005289;MP:0002368;MP:0011655;MP:0005179;MP:0013995;MP:0009770;MP:0005292;MP:0000162;MP:0013992;MP:0002702;MP:0005560;MP:0001015;MP:0002932;MP:0000443;MP:0001258;MP:0014001;MP:0008963;MP:0001231;MP:0013876;MP:0010831;MP:0001312;MP:0005459;MP:0001146;MP:0000427;MP:0013928;MP:0000150;MP:0000783;MP:0005562;MP:0001925;MP:0004613;MP:0020500;MP:0010053;MP:0013967;MP:0008858;MP:0004666;MP:0013834;MP:0002161;MP:0013877;MP:0013948;MP:0004174;MP:0002100;MP:0013969;MP:0004686;MP:0013600;MP:0003686;MP:0008861;MP:0013840;MP:0013848;MP:0003442;MP:0000186;MP:0003131;MP:0000183;MP:0000063,1,0
AIRN,MP:0001262;MP:0002089;MP:0003718;MP:0008877;MP:0001923;MP:0003122,0,0
TUBG1,MP:0009760;MP:0011094;MP:0001730,1,0
PTCH2,MP:0002874;MP:0000240;MP:0001577;MP:0004971;MP:0001243;MP:0001212;MP:0002169;MP:0000414;MP:0000172;MP:0000691;MP:0000208;MP:0001222;MP:0000219;MP:0002447;MP:0001209,0,0
PTCH1,MP:0030284;MP:0030285;MP:0004449;MP:0001730;MP:0012136;MP:0002036;MP:0000889;MP:0009882;MP:0000592;MP:0010279;MP:0001926;MP:0000074;MP:0000428;MP:0000440;MP:0002020;MP:0003703;MP:0009890;MP:0003992;MP:0004342;MP:0002716;MP:0004971;MP:0001247;MP:0001156;MP:0001157;MP:0010940;MP:0000435;MP:0001081;MP:0001082;MP:0008784;MP:0008785;MP:0000160;MP:0000150;MP:0003345;MP:0008146;MP:0003632;MP:0011098;MP:0000259;MP:0011092;MP:0000159;MP:0001096;MP:0006344;MP:0003720;MP:0001092;MP:0000157;MP:0010939;MP:0030220;MP:0010300;MP:0030137;MP:0009883;MP:0001264;MP:0011085;MP:0001300;MP:0002169;MP:0000914;MP:0000928;MP:0000929;MP:0000418;MP:0003052;MP:0009937;MP:0006294;MP:0010642;MP:0010643;MP:0012431;MP:0000562;MP:0000564;MP:0000934;MP:0005657;MP:0000077;MP:0001925;MP:0001924;MP:0000432;MP:0003460;MP:0006283;MP:0009743;MP:0006292;MP:0008273;MP:0003667;MP:0000574;MP:0000106;MP:0000107;MP:0010029;MP:0004310;MP:0000438;MP:0004500;MP:0000109;MP:0004460;MP:0004462;MP:0011108;MP:0011109;MP:0002286;MP:0004733;MP:0011101;MP:0000373;MP:0002080;MP:0002083;MP:0003841;MP:0005508;MP:0000588;MP:0004199;MP:0005503;MP:0000585;MP:0001699;MP:0000267;MP:0002576,1,0
PAGR1,MP:0001718;MP:0004180;MP:0003232;MP:0002836;MP:0011098;MP:0004559;MP:0003885;MP:0002086;MP:0010736;MP:0012701;MP:0020517;MP:0011199;MP:0020515;MP:0003984;MP:0011200;MP:0001698;MP:0001730;MP:0001689;MP:0005029;MP:0003891;MP:0003794,1,0
KMT5B,MP:0002270;MP:0001265;MP:0011087;MP:0001262;MP:0004647;MP:0011101;MP:0002942;MP:0001973;MP:0010025;MP:0010101;MP:0001258,1,0
KMT5C,MP:0002169,0,0
RAD9A,MP:0011256;MP:0003229;MP:0011098;MP:0002085;MP:0011100;MP:0008762;MP:0001700;MP:0001672;MP:0001698;MP:0001730;MP:0001415;MP:0004251,1,0
KMT5A,MP:0003406;MP:0011094;MP:0011092;MP:0002169,1,0
CLEC14A,MP:0002169,0,0
CLU,MP:0011427;MP:0005329;MP:0011353;MP:0004567;MP:0011320;MP:0003313;MP:0012270;MP:0020519;MP:0005294;MP:0005161;MP:0000278;MP:0001853;MP:0005140;MP:0001856;MP:0000523;MP:0005655;MP:0020518;MP:0011377;MP:0000266;MP:0011339;MP:0011338,0,0
B3GAT3,MP:0013289;MP:0011475;MP:0006204,1,0
B3GAT1,MP:0001463;MP:0001473,0,0
UXT,MP:0011091,1,0
GSDMD,MP:0008658;MP:0020186;MP:0011073;MP:0005036;MP:0009791;MP:0002169,0,0
GSDME,MP:0004402;MP:0004401;MP:0005166,0,0
UPK1B,MP:0002169,0,0
DLGAP2,MP:0009538;MP:0001353;MP:0008911;MP:0001360;MP:0004811;MP:0020508;MP:0020551;MP:0004753;MP:0001463,0,0
DLGAP3,MP:0002797;MP:0004077;MP:0003234;MP:0001363;MP:0009746;MP:0001441;MP:0001212;MP:0002912;MP:0001501,0,0
DLGAP1,MP:0001441;MP:0002572;MP:0001360,0,0
DLGAP5,MP:0001926;MP:0003845,0,0
BRDT,MP:0013330;MP:0002780;MP:0002216;MP:0001938;MP:0002674;MP:0004647;MP:0001156;MP:0008261;MP:0004901;MP:0006379;MP:0010101;MP:0004852;MP:0006380;MP:0005159;MP:0006362;MP:0001925;MP:0014052,0,0
HRH2,MP:0008006;MP:0008004;MP:0005211;MP:0004731;MP:0013569;MP:0003883;MP:0010799;MP:0004140;MP:0000505;MP:0010792;MP:0001650;MP:0004139;MP:0004138;MP:0002574;MP:0003892,0,0
MBNL2,MP:0001900;MP:0002906;MP:0003157;MP:0001265;MP:0002206;MP:0008414;MP:0012288;MP:0011086;MP:0012287;MP:0009404;MP:0003084;MP:0001473;MP:0003997;MP:0003851;MP:0002912;MP:0009400;MP:0000162;MP:0009436,1,1
MBNL3,MP:0009406;MP:0000750;MP:0009400;MP:0010053,0,0
PLK3,MP:0011400;MP:0004025;MP:0008014;MP:0008019;MP:0004045;MP:0002027;MP:0003721;MP:0003077;MP:0002035;MP:0003448;MP:0002020,1,0
PLK2,MP:0001265;MP:0001302;MP:0001712;MP:0011100;MP:0001716;MP:0003984;MP:0004921;MP:0009431;MP:0000060;MP:0003077;MP:0003717,1,0
CLCN3,MP:0001262;MP:0001327;MP:0008535;MP:0002066;MP:0011084;MP:0002092;MP:0002467;MP:0002581;MP:0002887;MP:0002463;MP:0009745;MP:0006069;MP:0001326;MP:0009971;MP:0000160;MP:0002152;MP:0003246;MP:0005551;MP:0009974;MP:0005253;MP:0008580;MP:0008586;MP:0003633;MP:0003632;MP:0000807;MP:0002912;MP:0002910;MP:0030003;MP:0001405;MP:0001406;MP:0005044;MP:0001504;MP:0001900;MP:0000010;MP:0001408;MP:0002083;MP:0000811;MP:0000069;MP:0005560;MP:0002182;MP:0002183;MP:0001922;MP:0001921;MP:0008283;MP:0009940;MP:0000609;MP:0006300;MP:0002001;MP:0001399;MP:0003691;MP:0002064;MP:0009746;MP:0003354;MP:0004769;MP:0008584;MP:0009763;MP:0003997;MP:0001413;MP:0001732;MP:0000745;MP:0000774,1,1
CLCN2,MP:0008518;MP:0003690;MP:0008515;MP:0003830;MP:0001156;MP:0001154;MP:0005403;MP:0002229;MP:0005405;MP:0003691;MP:0001326;MP:0005310;MP:0005159;MP:0002152;MP:0003871;MP:0005277;MP:0003731;MP:0001932;MP:0005551;MP:0008025;MP:0005253;MP:0004109;MP:0008586;MP:0006379;MP:0004021;MP:0004022;MP:0006362;MP:0000849;MP:0005167;MP:0001147;MP:0003728;MP:0002216;MP:0000780;MP:0008581;MP:0001925;MP:0008917;MP:0000955;MP:0002784;MP:0005201;MP:0003729;MP:0008128;MP:0001146;MP:0008450;MP:0001152;MP:0002864,0,0
CLCN1,MP:0002841;MP:0001262;MP:0001265;MP:0009046;MP:0000756;MP:0000755;MP:0000416;MP:0001732;MP:0005405;MP:0001393;MP:0004818;MP:0003491;MP:0003157;MP:0000160;MP:0001388;MP:0001524;MP:0001523;MP:0004143;MP:0001406;MP:0002083;MP:0000743;MP:0001923;MP:0001921;MP:0001925;MP:0001924;MP:0000759;MP:0002067;MP:0004263;MP:0002106;MP:0008874;MP:0001513;MP:0004145;MP:0002862;MP:0009434,0,0
HRH1,MP:0001260;MP:0001262;MP:0005018;MP:0001554;MP:0000008;MP:0011939;MP:0000005;MP:0008699;MP:0008703;MP:0005669;MP:0005317;MP:0005093;MP:0005095;MP:0011940;MP:0011943;MP:0020477;MP:0003638;MP:0001876;MP:0008688;MP:0004924;MP:0008673;MP:0006094;MP:0005025;MP:0002412;MP:0002727;MP:0001417;MP:0001806;MP:0009355;MP:0001790;MP:0002757;MP:0009788;MP:0002493;MP:0008567;MP:0008498;MP:0002494;MP:0010025,0,0
CLCN7,MP:0002904;MP:0001260;MP:0001262;MP:0001265;MP:0008511;MP:0000121;MP:0011086;MP:0008515;MP:0005059;MP:0000432;MP:0001732;MP:0004984;MP:0001326;MP:0000062;MP:0000065;MP:0001953;MP:0000067;MP:0000790;MP:0003172;MP:0011747;MP:0004993;MP:0006219;MP:0005352;MP:0013617;MP:0008583;MP:0010123;MP:0008585;MP:0001504;MP:0008271;MP:0001541;MP:0008547;MP:0000547;MP:0005060;MP:0000130;MP:0000788;MP:0000811;MP:0002083;MP:0010868;MP:0010878;MP:0000119;MP:0010013;MP:0004988;MP:0000876;MP:0000745;MP:0004982;MP:0005605;MP:0005201;MP:0008918;MP:0003354;MP:0002826;MP:0002397;MP:0008260;MP:0002968;MP:0002882;MP:0009347;MP:0002229,1,1
CLCN6,MP:0001364;MP:0005059;MP:0001362;MP:0002757;MP:0001973;MP:0005404;MP:0002882,0,0
CLCN5,MP:0002901;MP:0011471;MP:0001759;MP:0002169;MP:0000160;MP:0011376;MP:0005621;MP:0003197;MP:0011556;MP:0009350;MP:0011417;MP:0011559;MP:0030617;MP:0000116;MP:0011445;MP:0001762;MP:0005441;MP:0003311;MP:0020400;MP:0005266;MP:0020406;MP:0030682;MP:0002962,0,0
FBXL19,MP:0000220,0,0
BRD8,MP:0004924,0,0
GMFB,MP:0001525;MP:0000847;MP:0002807,0,0
BRD4,MP:0002769;MP:0004933;MP:0004471;MP:0004965;MP:0000091;MP:0001246;MP:0011086;MP:0011092;MP:0001297;MP:0001304;MP:0001156;MP:0002116;MP:0003984;MP:0001732;MP:0002216;MP:0001219;MP:0000607;MP:0000088,1,0
BRD7,MP:0001614;MP:0004201;MP:0008821;MP:0008143;MP:0011099;MP:0012307;MP:0012531;MP:0002800;MP:0004924;MP:0000745;MP:0002557;MP:0004200;MP:0001539;MP:0000367;MP:0002801;MP:0000183,1,0
BRD1,MP:0008973;MP:0001577;MP:0000245;MP:0003717;MP:0006042;MP:0001303;MP:0011099;MP:0011179;MP:0012243;MP:0001606;MP:0003396;MP:0004229;MP:0003984;MP:0000601;MP:0000929;MP:0011108;MP:0011246;MP:0004269,1,0
BRD2,MP:0001431;MP:0012548;MP:0012702;MP:0012701;MP:0000284;MP:0002989;MP:0000282;MP:0005236;MP:0000602;MP:0004571;MP:0013913;MP:0004201;MP:0013852;MP:0008965;MP:0004892;MP:0013995;MP:0000352;MP:0013848;MP:0013929;MP:0013847;MP:0000632;MP:0005084;MP:0009642;MP:0002712;MP:0001552;MP:0008553;MP:0020500;MP:0013936;MP:0010589;MP:0006135;MP:0000141;MP:0011098;MP:0001914;MP:0003345;MP:0003984;MP:0001014;MP:0000706;MP:0011090;MP:0002239;MP:0011683;MP:0000914;MP:0000153;MP:0003720;MP:0000154;MP:0000786;MP:0004613;MP:0014001;MP:0010572;MP:0002633;MP:0001261;MP:0004269;MP:0011086;MP:0000003;MP:0013814;MP:0013504;MP:0000428;MP:0008923;MP:0005178;MP:0000161;MP:0000783;MP:0002079;MP:0002628;MP:0004160;MP:0004163;MP:0008641;MP:0002746;MP:0002747;MP:0009770;MP:0000313;MP:0002748;MP:0004129;MP:0000274;MP:0020483;MP:0006094;MP:0003949;MP:0013809;MP:0005560;MP:0009167;MP:0000480;MP:0014021;MP:0004603;MP:0010496;MP:0013969;MP:0005491;MP:0010418;MP:0011380;MP:0009288;MP:0010412;MP:0010853;MP:0003387;MP:0005292;MP:0013836;MP:0003078;MP:0010024;MP:0004261;MP:0005669;MP:0013971;MP:0013970;MP:0003077;MP:0000820;MP:0002151;MP:0004268;MP:0005215;MP:0011659;MP:0004463;MP:0013874;MP:0012729;MP:0013879;MP:0020502;MP:0009294;MP:0002951;MP:0010420;MP:0013873;MP:0005105;MP:0003645;MP:0001100;MP:0004057;MP:0013985;MP:0001698;MP:0004110;MP:0001697;MP:0004599,1,0
DNAJA3,MP:0011096;MP:0002169,1,0
DNAJA1,MP:0001262;MP:0011110;MP:0010053;MP:0002784;MP:0010052;MP:0002644;MP:0001154;MP:0001488;MP:0001157;MP:0001147;MP:0002675;MP:0001732;MP:0001922;MP:0006380;MP:0002687;MP:0006379,1,0
DNAJA4,MP:0005560;MP:0005344,0,0
PTPN13,MP:0001261;MP:0002411;MP:0005621;MP:0005463;MP:0002184;MP:0003634;MP:0008056;MP:0005404;MP:0003009;MP:0008090,0,0
PTPN12,MP:0012252;MP:0003864;MP:0013293;MP:0000288;MP:0004180;MP:0003229;MP:0011100;MP:0003227;MP:0000596;MP:0003984;MP:0001688;MP:0003885;MP:0005385;MP:0011098;MP:0006108;MP:0003720;MP:0001697;MP:0006057;MP:0001672;MP:0003232;MP:0012509;MP:0003400;MP:0000267,1,0
PTPN11,MP:0004957;MP:0000042;MP:0001732;MP:0000280;MP:0001730;MP:0000601;MP:0010724;MP:0005333;MP:0006319;MP:0008034;MP:0011168;MP:0010373;MP:0002833;MP:0030166;MP:0000218;MP:0000219;MP:0000447;MP:0013243;MP:0004965;MP:0001726;MP:0030016;MP:0003141;MP:0001729;MP:0002795;MP:0000284;MP:0002652;MP:0010618;MP:0002825;MP:0004134;MP:0004889;MP:0001718;MP:0002843;MP:0005013;MP:0002192;MP:0005318;MP:0030189;MP:0005312;MP:0001654;MP:0001547;MP:0001914;MP:0003984;MP:0011862;MP:0002727;MP:0004025;MP:0003988;MP:0001258;MP:0011098;MP:0011096;MP:0011092;MP:0011090;MP:0005140;MP:0003960;MP:0012117;MP:0003808;MP:0002160;MP:0002169;MP:0011952;MP:0003441;MP:0030034;MP:0001262;MP:0001265;MP:0008770;MP:0001300;MP:0006113;MP:0000929;MP:0004893;MP:0004564;MP:0001935;MP:0008489;MP:0008844;MP:0001780;MP:0010402;MP:0010403;MP:0002625;MP:0009131;MP:0000352;MP:0000274;MP:0000351;MP:0006410;MP:0000313;MP:0005659;MP:0006094;MP:0002891;MP:0003743;MP:0005560;MP:0003109;MP:0004076;MP:0002942;MP:0004073;MP:0002753;MP:0010412;MP:0005292;MP:0010025;MP:0004261;MP:0005668;MP:0005598;MP:0002151;MP:0008825;MP:0004180;MP:0003223;MP:0005352;MP:0011103;MP:0002953;MP:0001689;MP:0001684;MP:0001685;MP:0009356;MP:0000691;MP:0008525;MP:0001625;MP:0002083;MP:0010031;MP:0005221;MP:0005028;MP:0001299;MP:0004057;MP:0001695;MP:0003400;MP:0000267;MP:0000266,1,0
PTPN14,MP:0001262;MP:0011110;MP:0003390;MP:0013292;MP:0001731;MP:0004106;MP:0001788,1,0
GALR3,MP:0001360;MP:0001402;MP:0003982;MP:0001363;MP:0005317,0,0
GALR2,MP:0009712;MP:0005017;MP:0001022;MP:0005015;MP:0002757;MP:0001973;MP:0002912,0,0
GALR1,MP:0002912;MP:0009712;MP:0002169,0,0
UTRN,MP:0001053;MP:0009766;MP:0003633;MP:0004835,0,0
LYAR,MP:0011704,0,0
ABHD16A,MP:0001262;MP:0001265;MP:0008658;MP:0011101;MP:0004777;MP:0011079;MP:0005584;MP:0008561;MP:0008706;MP:0002451,1,0
CH25H,MP:0008502;MP:0008500;MP:0008501;MP:0002495,0,0
DMD,MP:0000759;MP:0005137;MP:0000752;MP:0000751;MP:0003852;MP:0004818;MP:0004819;MP:0003157;MP:0005330;MP:0002269;MP:0002837;MP:0011966;MP:0011967;MP:0009406;MP:0009400;MP:0009401;MP:0009402;MP:0009403;MP:0001405;MP:0001406;MP:0001407;MP:0000729;MP:0002410;MP:0003141;MP:0003061;MP:0010053;MP:0002108;MP:0002106;MP:0008874;MP:0008705;MP:0009413;MP:0009412;MP:0009410;MP:0009417;MP:0009416;MP:0009415;MP:0009414;MP:0009419;MP:0002841;MP:0008416;MP:0010392;MP:0000730;MP:0030428;MP:0010106;MP:0010581;MP:0010254;MP:0010252;MP:0005620;MP:0005551;MP:0003950;MP:0001853;MP:0004145;MP:0004142;MP:0001856;MP:0009461;MP:0010509;MP:0009399;MP:0001935;MP:0005140;MP:0005547;MP:0010226;MP:0010227;MP:0020309;MP:0011952;MP:0001260;MP:0001262;MP:0001264;MP:0001265;MP:0013467;MP:0004089;MP:0006190;MP:0004087;MP:0012106;MP:0010239;MP:0003199;MP:0004566;MP:0004510;MP:0008560;MP:0008566;MP:0000274;MP:0000278;MP:0003393;MP:0009404;MP:0003105;MP:0014143;MP:0000733;MP:0009405;MP:0001923;MP:0001921;MP:0001925;MP:0002899;MP:0008837;MP:0002066;MP:0004121;MP:0010090;MP:0004071;MP:0010024;MP:0008699;MP:0010238;MP:0006085;MP:0002169;MP:0008663;MP:0020280;MP:0003084;MP:0002280;MP:0002953;MP:0009420;MP:0001053;MP:0008687;MP:0000462;MP:0000745;MP:0000747;MP:0000749;MP:0011110;MP:0004215;MP:0002279;MP:0002127;MP:0004703;MP:0004597;MP:0013237;MP:0003646;MP:0001515;MP:0008327,1,0
GAB1,MP:0000759;MP:0001341;MP:0001302;MP:0001713;MP:0012251;MP:0001715;MP:0001716;MP:0000280;MP:0004819;MP:0004201;MP:0011527;MP:0011108;MP:0001914;MP:0003153;MP:0000729;MP:0003091;MP:0003090;MP:0003453;MP:0011523;MP:0009907;MP:0001239;MP:0011086;MP:0011099;MP:0002086;MP:0000279;MP:0004924;MP:0004259;MP:0009888;MP:0001218;MP:0008816;MP:0003359;MP:0003704;MP:0003231;MP:0002127;MP:0005244;MP:0009890;MP:0002754;MP:0001792;MP:0001698;MP:0002753;MP:0003402,1,0
C2orf80,MP:0011110;MP:0005103;MP:0001325;MP:0000222;MP:0000219;MP:0000063,1,0
DMRTB1,MP:0005169;MP:0008261;MP:0009452;MP:0001147;MP:0001146;MP:0001155;MP:0002216;MP:0002631;MP:0008280,0,0
NPTX2,MP:0002184;MP:0002802,0,0
HABP2,MP:0001860;MP:0003333;MP:0009764;MP:0005164,0,0
NDRG2,MP:0008770;MP:0010761;MP:0003690;MP:0004616;MP:0004617;MP:0010300;MP:0003204;MP:0010279;MP:0009153;MP:0004618;MP:0009277;MP:0002020;MP:0008706;MP:0001876;MP:0005166;MP:0002083;MP:0012066;MP:0003331;MP:0002024;MP:0006262;MP:0008916;MP:0003047;MP:0011703;MP:0008714,0,0
NDRG3,MP:0011100,1,0
NDRG4,MP:0002968;MP:0001406;MP:0001399;MP:0001463;MP:0004924;MP:0005553;MP:0003019;MP:0003633;MP:0003076;MP:0005565;MP:0003961;MP:0001513;MP:0006060,0,0
ZSCAN2,MP:0002590,0,0
SRSF4,MP:0002075;MP:0005553,0,0
SRSF7,MP:0011100,1,0
SRSF1,MP:0011096,1,0
SRSF3,MP:0011094;MP:0012129;MP:0009781;MP:0002169,1,0
CDK2,MP:0001262;MP:0002216;MP:0001156;MP:0004833;MP:0001119;MP:0001153;MP:0001134;MP:0005159;MP:0003077;MP:0001265;MP:0001930;MP:0001931;MP:0001932;MP:0004894;MP:0003205;MP:0011101;MP:0004001;MP:0005169;MP:0004805;MP:0001145;MP:0001147;MP:0001126;MP:0001125;MP:0001922;MP:0001926;MP:0001925;MP:0001924;MP:0011110;MP:0002161;MP:0002777;MP:0001929,1,0
DNAJB12,MP:0011110;MP:0009141;MP:0011396,1,0
HLA-DQB1,MP:0000716;MP:0008474;MP:0004974;MP:0000685;MP:0003945;MP:0008470;MP:0000689;MP:0002459;MP:0004797;MP:0005351;MP:0001732;MP:0002145;MP:0002444;MP:0005463;MP:0005090;MP:0004771;MP:0002362;MP:0008828;MP:0002376;MP:0003410;MP:0002455;MP:0008083;MP:0003638;MP:0002722;MP:0005042;MP:0003790;MP:0004800;MP:0002083;MP:0001585;MP:0008664;MP:0005026;MP:0005027;MP:0005671;MP:0003009;MP:0009967;MP:0001921;MP:0005014;MP:0002490;MP:0004031;MP:0004762;MP:0002432;MP:0001800;MP:0002358;MP:0001805;MP:0001806;MP:0002169;MP:0001790;MP:0008495;MP:0008561;MP:0008074;MP:0008075;MP:0001844;MP:0008078;MP:0008079;MP:0002962;MP:0002494;MP:0004824,0,0
MSMB,MP:0009219;MP:0000702;MP:0009220;MP:0001272;MP:0004958,0,0
RNF139,MP:0003887;MP:0001860;MP:0003333,0,0
CDK5,MP:0001071;MP:0001575;MP:0000857;MP:0001435;MP:0011089;MP:0005112;MP:0000788;MP:0000746;MP:0001392;MP:0002169;MP:0000937;MP:0001491;MP:0000812;MP:0008439;MP:0002883;MP:0001076;MP:0001956;MP:0004097;MP:0002739;MP:0000813;MP:0000790,1,0
CISD2,MP:0002841;MP:0001262;MP:0010025;MP:0006086;MP:0001265;MP:0005202;MP:0005586;MP:0005290;MP:0005293;MP:0000921;MP:0004089;MP:0009346;MP:0002229;MP:0005405;MP:0004087;MP:0002327;MP:0000063;MP:0000160;MP:0008805;MP:0000162;MP:0002834;MP:0002078;MP:0008844;MP:0003059;MP:0002075;MP:0002644;MP:0004734;MP:0011940;MP:0011942;MP:0000379;MP:0009409;MP:0011633;MP:0011630;MP:0001566;MP:0011635;MP:0001402;MP:0002083;MP:0001314;MP:0000745;MP:0001330;MP:0002891;MP:0001219;MP:0010955;MP:0003866;MP:0003961;MP:0000749;MP:0001732;MP:0005343;MP:0002896;MP:0000759;MP:0002697;MP:0002001;MP:0004231;MP:0000420;MP:0006035;MP:0005329;MP:0000746;MP:0008852;MP:0004090;MP:0004924;MP:0003084;MP:0008260;MP:0002750;MP:0003620;MP:0000021;MP:0003786,0,0
CISD1,MP:0010956,0,0
CLNS1A,MP:0000313;MP:0011096,1,0
SUPT20H,MP:0001718;MP:0011257;MP:0000929;MP:0002174;MP:0004180;MP:0003229;MP:0008029;MP:0003054;MP:0011101;MP:0003984;MP:0009657;MP:0001689;MP:0001680;MP:0013241;MP:0001688;MP:0002084;MP:0001726;MP:0000914;MP:0005224;MP:0002231;MP:0005201;MP:0004073,1,0
MRC1,MP:0000322;MP:0001935;MP:0005018;MP:0011096;MP:0003369;MP:0005026;MP:0010751;MP:0001729;MP:0001751;MP:0002451,1,0
TSHZ2,MP:0011096;MP:0003694,1,0
TSHZ3,MP:0001404;MP:0003672;MP:0004194;MP:0005498;MP:0011087;MP:0000536;MP:0001177;MP:0000519;MP:0011480;MP:0001954;MP:0000534;MP:0003586;MP:0011426,1,0
TSHZ1,MP:0011088;MP:0001438;MP:0011087;MP:0003110;MP:0010728;MP:0000049;MP:0003755;MP:0000029;MP:0001954;MP:0002116;MP:0002114;MP:0010371;MP:0004618;MP:0009887;MP:0008377;MP:0010994;MP:0008148;MP:0030291;MP:0004613;MP:0000030;MP:0004620;MP:0008382;MP:0009879;MP:0009949;MP:0012284;MP:0006033;MP:0004599,1,0
MRC2,MP:0011708;MP:0002169,0,0
FOXS1,MP:0004245;MP:0003858;MP:0005659;MP:0001614,0,0
CDK8,MP:0011094;MP:0012111;MP:0011100;MP:0009781,1,0
TIPARP,MP:0001577;MP:0004832;MP:0000107;MP:0030189;MP:0002989;MP:0002681;MP:0003755;MP:0002016;MP:0001935;MP:0011128;MP:0005097;MP:0001914;MP:0002135;MP:0002640;MP:0000091;MP:0008146;MP:0000157;MP:0000097;MP:0001859;MP:0002874;MP:0002875;MP:0000445;MP:0004969;MP:0002082;MP:0004906;MP:0000767;MP:0001923;MP:0005565;MP:0000074;MP:0005325;MP:0005508;MP:0004471;MP:0005181;MP:0001614;MP:0009895;MP:0002293;MP:0000208;MP:0030383;MP:0009006,1,0
CDK9,MP:0000274;MP:0002060;MP:0001258;MP:0004931;MP:0011100;MP:0011967;MP:0002631;MP:0000266,1,0
COL4A6,MP:0002169,0,0
HAPLN1,MP:0011088;MP:0030420;MP:0000165;MP:0000164;MP:0010029;MP:0005642;MP:0000162;MP:0002115;MP:0002427;MP:0030124;MP:0011100;MP:0001523;MP:0004340;MP:0000445;MP:0004686;MP:0000133;MP:0012175;MP:0000131;MP:0005587;MP:0011175;MP:0005508;MP:0004592,1,0
CAMKK2,MP:0003638;MP:0002078;MP:0011957;MP:0000005;MP:0011940;MP:0005292;MP:0002207;MP:0005458;MP:0005659;MP:0010025;MP:0002969;MP:0005668;MP:0005533;MP:0001463,0,0
CAMKK1,MP:0001469,0,0
MYDGF,MP:0003037;MP:0000343;MP:0001876,0,0
NPTXR,MP:0002184,0,0
HAPLN2,MP:0005404;MP:0010748;MP:0003633,0,0
TRNK,MP:0010955;MP:0000747;MP:0001258;MP:0004805,0,0
MYO1H,MP:0001516;MP:0003961;MP:0011100,1,0
MYO1G,MP:0002444;MP:0008561;MP:0005014;MP:0005017;MP:0002459,0,0
