13	418454
13	384428
13	414345
13	517143
13	452855
13	443228
13	418445
13	434567
13	443092
13	426409
13	445540
13	391257
13	436329
13	443778
13	425800
13	410197
13	470538
13	457365
13	433569
13	438290
13	299197
13	382133
13	434403
13	563184
13	516526
13	411366
13	363341
13	442969
13	604810
13	416909
13	499499
13	451446
13	516886
13	442927
13	430733
13	439477
13	449656
13	423502
13	445588
13	561557
13	412282
13	414485
13	482613
13	415152
13	426420
13	440905
13	442322
13	455130
13	453253
13	410540
13	384743
13	431005
13	453862
13	365420
13	438849
13	603247
13	457591
13	443410
13	429698
13	446770
13	411037
13	582699
13	432229
13	505530
13	428810
13	434547
13	401550
13	413501
13	451978
13	457628
13	435725
13	430810
13	476209
13	431134
13	439367
13	447693
13	417594
13	577303
13	362897
13	384568
13	562781
13	482473
13	413224
13	411226
13	439079
13	491037
13	426037
13	364923
13	426792
13	394213
13	384986
13	425846
13	428776
13	446203
13	431978
13	366259
13	425466
13	390895
13	437113
13	585599
13	395943
13	436148
13	413365
13	583390
13	456044
13	430125
13	440657
13	452222
13	416009
13	444744
13	384769
13	564841
13	384323
13	455914
13	516438
13	431171
13	364372
13	451989
13	516690
13	432924
13	414095
13	384600
13	451662
13	499662
13	567234
13	487762
13	605192
13	429873
13	563843
13	538139
13	454311
13	417549
13	363970
13	457843
13	421800
13	365367
13	397387
13	419457
13	436722
13	422362
13	364285
13	434779
13	400214
13	581814
13	425504
13	415870
13	364820
13	323380
13	577547
13	447779
13	452384
13	453470
13	607251
13	450264
13	451630
13	400540
13	606448
13	569288
13	413591
13	437721
13	430111
13	435044
13	410369
13	517119
13	605100
13	450181
13	412722
13	415853
13	455851
13	448407
13	447147
13	454555
13	420694
13	538122
13	410750
13	393978
13	444865
13	442257
13	446059
13	433704
13	607593
13	421601
13	414407
13	429024
13	328558
13	585870
13	408723
13	449551
13	411245
13	392864
13	412809
13	440633
13	439299
13	455487
13	415283
13	432575
21	580069
13	439008
13	425638
13	416090
21	358455
13	455755
13	364291
13	411690
13	490410
13	577950
13	441659
13	458403
13	428419
13	417970
21	413933
13	411449
13	400497
21	391307
13	569854
21	448908
13	426991
21	400117
13	413631
13	440735
21	516042
13	422994
13	437678
21	517154
13	384595
13	425094
21	425091
13	423329
13	421002
21	447938
13	435037
13	498134
21	413190
13	456087
13	440860
21	437238
13	418660
21	448832
13	421423
13	561786
13	565936
13	413637
13	446442
21	419069
13	609615
15	338912
13	446789
13	424635
13	415696
15	558565
13	455730
15	604642
13	419199
13	414992
15	603326
13	365477
13	413535
15	604950
13	458001
15	603077
13	608651
21	419431
15	605284
18	580757
18	390762
13	609861
13	516588
13	451853
13	609661
15	427390
13	428706
13	562710
21	365469
13	454005
13	430917
13	582191
13	580432
21	379571
13	439854
13	392050
13	453244
13	446989
13	456848
13	384474
21	559480
13	448609
13	432112
13	453620
13	400435
13	605569
13	437983
13	428620
13	421928
13	428062
13	365525
15	454856
13	412619
13	414480
21	581405
13	362406
13	420325
13	454060
21	406845
13	414161
21	445341
21	411146
13	441430
13	447765
13	516986
15	604446
13	448887
13	424744
15	603693
21	447052
15	603935
13	445530
13	458481
15	604102
13	583252
13	363656
13	418361
21	425085
13	603479
15	604838
13	455241
13	605218
13	384727
13	517003
13	400430
13	339626
13	390157
13	384919
15	559471
13	432905
13	458172
15	439682
13	304932
13	423358
13	577639
13	491551
13	400429
13	450245
13	416129
13	411348
13	454403
13	419933
13	412208
18	578535
13	421076
13	583027
13	463999
13	384235
13	451871
18	427605
13	435020
21	361285
13	403865
18	486780
13	604283
13	442741
18	468051
13	458199
13	604485
18	307796
13	415620
18	578162
13	396712
18	578364
13	425609
13	430744
13	434273
13	444442
18	384431
18	584883
21	299443
13	423211
13	378718
13	432331
18	568797
13	444663
13	415082
13	432701
13	412207
13	426509
13	414562
13	581392
13	411409
21	344577
13	516246
13	362607
18	361205
15	332663
15	328795
21	400577
13	517509
15	604066
15	557788
13	398357
13	506633
21	285667
13	420177
13	363839
13	428659
13	447446
15	316397
13	435067
13	426552
21	410986
13	606991
13	490496
13	517045
13	510179
13	566370
13	411404
13	516576
21	285670
13	535073
13	400428
13	535895
13	423650
13	430913
13	420444
13	496982
13	432820
15	299259
13	424277
13	435617
13	566385
13	423869
13	422483
13	438155
13	433480
13	474415
13	452246
13	452288
13	425350
21	400202
13	453033
18	483523
13	364792
13	451754
13	362918
18	578589
13	446556
18	577406
13	447552
13	435400
18	584680
13	410216
18	515910
13	318353
13	363194
13	579844
15	283645
15	260385
18	515893
21	425147
21	332587
13	235290
13	385271
18	384292
21	456917
13	425606
13	495613
21	567517
21	420965
13	445636
21	450769
18	516570
18	363602
18	583900
15	260447
13	413510
21	516163
13	363841
18	410388
13	596992
21	384075
18	581802
18	362503
18	400448
18	567636
18	322247
15	220496
13	493639
21	584048
21	429271
13	410988
13	563710
13	399168
13	605362
13	577722
21	285679
18	315087
21	440664
13	598905
13	595905
13	484133
13	411777
13	577728
13	516332
13	384193
13	482700
13	433775
13	454280
13	439042
13	416599
21	284878
18	585916
13	606973
18	383314
21	420241
21	447844
21	406229
21	339775
15	344320
21	442550
20	504988
15	560114
21	324988
15	560031
15	558168
15	528023
15	476341
20	357199
20	326000
15	500949
21	284881
18	399070
15	358278
18	587407
18	385062
18	584497
15	268184
18	580543
15	355341
18	410772
20	217109
18	517229
21	299295
18	591629
13	362735
13	443679
20	372643
18	321566
18	580941
15	363537
18	391052
15	566760
20	356562
15	385032
18	586289
18	459079
13	427445
15	363423
15	582950
20	335769
15	408549
20	305479
20	279058
21	284885
18	593234
15	313077
13	509685
13	390224
13	377951
13	417989
13	428983
20	243938
13	477850
13	569422
15	494933
13	423442
15	482506
20	371336
