15	427390
15	454856
15	559471
15	261847
15	439682
21	298232
21	361285
21	342420
21	299443
18	399848
18	359446
21	344577
18	587757
18	586765
18	361205
15	332663
15	328795
21	400577
21	285667
15	316397
21	400566
21	285670
15	388901
15	299259
21	400199
21	400202
21	318948
15	283645
15	453949
15	260385
15	338376
15	260447
18	322247
15	220496
18	402563
21	285679
18	315087
21	284878
21	400166
21	356275
21	400165
21	400169
18	543302
18	585916
18	383314
18	589866
18	324794
18	262173
21	339775
15	344320
21	348354
15	327171
20	504988
15	560031
20	357199
20	289953
20	326000
21	284881
21	400559
21	400558
15	288398
15	358278
15	403994
15	559556
15	559397
15	267996
15	420329
15	334895
15	268184
15	564258
21	400128
21	400131
21	400135
15	355341
21	400127
15	336455
15	299173
20	217109
21	299295
21	543733
21	338326
20	372643
20	356562
20	324384
20	330523
20	335769
20	305479
20	279058
21	284885
15	313077
15	560848
15	435939
20	243938
20	360314
20	434344
20	371336
18	245121
15	299174
15	427255
20	380851
21	400546
20	380843
18	324750
15	299338
18	327606
15	261893
15	413507
18	590202
20	217131
15	355112
21	352957
21	307301
20	23939
15	562057
15	344051
20	217133
15	431806
15	267843
20	380648
18	591973
15	560765
18	451265
20	243997
20	395663
18	358970
20	372622
15	330964
18	330682
20	395659
21	400532
21	480456
18	332567
9	382500
21	425221
15	321437
20	356455
20	335046
20	355937
20	243893
20	371033
20	352551
20	372568
18	300605
20	405520
9	373656
9	373654
20	371328
21	400094
21	284971
20	371325
15	403028
21	457143
21	400090
21	400087
21	400093
15	558653
15	220507
20	380605
15	251250
15	268171
18	588705
15	337451
15	398013
15	539711
15	359727
20	201031
15	398014
20	371030
21	354828
15	220509
21	400075
20	372555
18	256433
15	261879
15	380343
15	249749
20	337938
20	311585
20	380585
20	395654
20	371028
9	373647
20	603872
20	380589
9	373642
20	395863
18	358984
20	360652
20	356872
18	262160
18	402690
9	356521
15	337435
9	382447
15	437912
15	561183
20	371263
20	345868
9	314367
15	559829
15	328850
15	178638
9	348403
15	414248
9	360998
15	344366
9	382387
15	284509
15	394300
15	444422
15	450438
20	359926
15	444189
9	447404
15	446533
20	371015
20	355648
20	395636
20	361300
18	399799
20	395639
20	541461
20	462307
20	491381
20	342644
9	373631
20	395841
20	371242
20	395840
20	380445
20	380469
20	217455
15	267842
15	380902
13	400113
15	361937
15	401393
20	543500
21	346798
21	354192
21	348990
21	357903
21	440126
20	356208
21	439274
20	440234
21	358918
21	448388
21	299340
9	373624
18	580732
9	373620
15	267845
18	424526
9	453981
18	535628
18	588982
18	586438
13	390680
13	400103
18	590800
13	400230
13	255310
13	382977
13	457266
9	469391
21	284984
9	373615
15	380324
9	432829
18	332053
21	284987
15	540797
20	357552
15	314992
13	361479
20	371001
21	303775
21	351429
21	460212
9	382303
13	338910
9	382297
9	382293
15	559717
9	373603
9	373600
15	314520
9	382276
9	320246
9	540326
9	539416
9	394199
9	545174
9	546191
9	190165
18	256413
15	360468
22	249053
18	382998
22	330377
15	380877
15	220429
15	331837
13	382907
20	255152
13	382905
15	429662
15	396464
15	329468
20	372523
15	359031
20	372520
9	382255
20	372519
9	412350
9	358146
9	259457
9	259622
9	382251
9	302441
20	372518
15	334660
21	389194
15	220514
9	334810
20	423479
22	317749
20	608263
20	609232
20	429804
20	243914
20	371196
20	608440
9	373588
21	493196
20	358293
18	262158
20	360816
20	502686
18	591805
18	589634
20	432255
20	539382
20	370996
20	422869
15	400100
15	400097
15	390687
15	346403
9	487099
15	577565
15	400098
9	416460
20	380393
22	290691
20	216877
20	348616
20	318266
20	350849
20	399903
20	356147
9	373580
15	360587
18	269214
9	373574
9	348462
20	372484
15	260359
20	354880
9	353214
20	313426
9	259477
15	450592
20	191018
15	559596
15	414849
15	560747
20	372459
21	399975
22	341976
21	399976
21	334352
18	300413
22	248948
9	382203
9	382194
8	310455
8	519699
22	402217
13	382874
13	382871
20	360469
20	543233
9	349721
9	373555
9	357248
18	289119
13	382869
22	484558
15	307179
15	396444
13	241125
13	382848
13	382844
15	443617
20	319441
15	433963
X	373669
22	215743
X	423432
18	269445
13	241124
13	400066
13	400065
13	356192
15	577949
X	334463
15	580062
15	338327
20	252996
9	336505
15	394275
15	260361
9	373549
15	338094
15	457488
13	298248
15	418476
18	579820
18	318240
15	261891
18	582392
22	263121
22	407422
8	310430
X	316084
20	245983
20	359100
20	380347
21	286788
20	380346
20	359987
9	373547
9	382100
9	451402
9	415905
9	382099
15	389629
20	371173
20	395822
15	300030
15	380290
20	541799
9	382082
15	557835
22	406855
18	584895
20	380325
18	261537
18	577910
22	318109
20	217386
22	476077
15	532404
20	380293
9	373538
9	394125
9	259460
X	247138
8	424479
20	279068
X	376521
X	445167
8	422581
8	419686
15	551312
9	324460
9	397885
13	351808
21	341618
13	319980
21	399947
20	341744
20	395816
8	317173
8	441698
20	347215
20	395814
20	265626
8	528246
13	304920
8	382490
13	382758
13	382754
X	376509
18	579408
18	579248
18	581373
18	580261
4	405303
8	417663
8	421308
22	345044
20	371168
8	524353
15	261889
18	418495
21	286800
22	398356
8	518091
21	399921
15	559844
8	458398
20	370873
15	232165
15	561026
15	566215
15	397954
15	428984
15	260386
15	438097
9	382004
15	313478
9	358730
9	302303
22	316185
X	371527
X	304449
20	217173
X	542113
20	348031
X	453707
22	215754
8	438911
20	380266
X	373619
18	269216
13	255305
18	581694
X	246139
8	220592
8	519980
X	156084
X	431381
8	403000
X	445983
8	424149
8	306145
X	376488
18	391403
20	329152
X	428668
22	290765
X	396743
22	215770
13	382592
13	542899
8	328655
8	522210
15	355166
15	263800
9	324333
22	398344
22	350608
15	453182
20	354488
9	381971
13	382533
8	382483
20	372420
8	304519
22	215780
20	331758
20	372431
20	354050
20	421564
8	304501
20	477313
20	420868
4	305626
13	400018
20	380113
22	248935
21	389125
4	273951
20	455664
4	504199
20	399838
18	261292
21	399907
15	330334
13	314759
21	286808
20	244040
13	309594
9	262352
15	325881
21	399899
21	286809
8	321764
21	340345
8	314787
21	416044
21	360542
18	327155
21	382835
18	399722
21	334160
18	399725
15	394258
9	394105
21	399889
15	261854
15	300026
21	355459
21	390690
8	301332
15	556618
21	334068
8	416569
4	274031
21	334067
21	390689
21	334055
4	304385
21	334063
21	334058
21	334151
21	334046
21	334849
8	317025
20	475243
21	382830
X	218176
20	395802
4	304337
13	382466
21	334897
21	334680
8	316985
21	329122
20	370823
21	334664
15	304330
21	330798
21	382826
21	444335
21	333892
21	335093
21	329621
9	475086
21	332378
15	356865
21	382822
20	380056
20	380059
8	221086
13	382374
4	281321
22	263119
20	539553
22	398319
9	381883
4	451320
4	296513
20	371149
4	388724
4	405727
4	388725
13	382353
4	265498
4	356064
4	506797
18	285093
4	329798
4	503816
15	394249
X	399012
4	273980
4	353617
15	361188
X	381657
9	381854
22	358321
15	442656
X	381663
X	360156
X	354228
X	489216
X	343984
13	218867
20	340177
13	537476
13	545013
X	394610
15	303052
4	441778
9	381809
4	361687
4	509479
4	304523
4	394706
8	377317
9	359883
9	447596
4	358615
15	261842
4	437468
15	560508
7	308919
4	325106
4	394708
21	286827
9	373511
15	327536
4	507898
X	390665
4	393815
15	311550
9	373498
9	350766
4	432496
15	299267
4	296526
15	400188
4	511601
9	373503
15	300035
4	260008
7	357429
15	545868
15	380258
7	397098
21	270142
4	264426
9	394060
7	397100
X	554971
4	449365
18	285039
X	381575
4	394205
22	263112
X	334060
9	265960
4	338517
9	394063
X	381578
22	327365
14	394942
3	326306
14	267522
4	608372
4	506597
9	381750
7	397095
22	398292
7	297468
14	247225
4	394203
13	382292
13	382298
4	502664
3	273158
X	376441
4	437508
8	292539
20	355957
X	376423
15	333371
20	358053
4	338700
8	435887
20	313733
20	359617
20	371141
4	585682
8	382435
4	296530
18	400473
3	301821
4	393807
20	371132
3	254488
18	256925
20	358029
20	252032
18	420687
13	248484
4	226730
13	382258
13	382263
7	401670
13	403372
8	284486
22	314328
8	534308
7	297469
22	541492
8	528897
4	511804
7	397088
7	242108
7	397092
22	437398
4	324300
20	372409
X	373573
7	534978
8	523953
8	523022
4	506066
4	358556
X	439122
9	373489
21	286835
4	240488
21	399804
X	373559
21	434667
4	264497
15	396402
15	396404
7	316495
15	559878
X	373556
9	447726
15	261884
X	373554
8	256119
13	382172
8	431316
8	542576
8	432364
X	373589
22	337539
8	259089
9	381652
9	539801
4	325617
4	314218
21	270112
4	414773
4	542236
4	537281
15	260433
13	382140
15	263798
13	382137
9	381641
9	239316
15	326648
4	264498
21	290130
3	287766
4	296529
9	381627
22	326010
17	348335
18	398545
15	335449
17	158166
9	223862
21	399784
4	281243
7	316333
21	303645
9	361171
21	339944
8	335135
21	399786
X	381529
12	381273
20	253003
X	381524
9	545391
20	322927
22	343518
9	223864
8	528431
X	381509
X	355805
17	380358
X	355432
17	358181
17	330494
17	394620
8	394955
7	394152
4	296582
22	407471
X	381500
20	525967
20	525817
7	334715
X	432318
20	356091
X	417535
X	361536
9	381577
18	383233
X	501036
13	424834
9	381573
22	252835
9	526117
13	382095
9	373474
2	296097
22	359963
2	402462
9	355497
4	304430
22	215829
22	331428
4	339154
22	404603
21	382751
3	510994
4	502270
13	382108
3	354910
3	514612
3	511751
9	397747
15	545111
8	436750
13	382071
7	397560
10	438700
13	332018
7	350513
14	509242
15	394232
